<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
ING,D,20160120,000000,99.5,100.55,96.3,96.348,17984,0
ING,D,20160121,000000,96.386,97.534,92.494,92.998,39888,0
ING,D,20160122,000000,95.7,97.119,94.779,95.244,51885,0
ING,D,20160125,000000,96.156,96.887,95.244,96.156,39378,0
ING,D,20160126,000000,95.15,96.705,94.742,96.156,1538,0
ING,D,20160127,000000,96.106,98.629,94.826,97.071,11419,0
ING,D,20160128,000000,95.425,102.89,95.425,102.89,8211,0
ING,D,20160129,000000,102.89,102.89,99.82,99.82,20954,0
ING,D,20160201,000000,100.74,101.96,99.82,101.66,6177,0
ING,D,20160202,000000,102.01,104.17,100.74,100.74,30414,0
ING,D,20160203,000000,101.61,102.56,99.82,101.56,14693,0
ING,D,20160204,000000,102.56,105.22,101.84,103.81,8837,0
ING,D,20160205,000000,105.17,105.5,103.62,105.04,21145,0
ING,D,20160208,000000,104.76,104.76,102.66,103.06,1420,0
ING,D,20160209,000000,102.56,102.66,101.15,102.11,9742,0
ING,D,20160210,000000,102.56,102.84,96.657,96.657,11916,0
ING,D,20160211,000000,96.657,97.534,95.832,97.023,6593,0
ING,D,20160212,000000,97.486,101.01,96.705,99.55,7572,0
ING,D,20160215,000000,98.903,106.64,98.903,106.64,12980,0
ING,D,20160216,000000,106.23,106.23,102.56,102.84,11508,0
ING,D,20160217,000000,103.06,108.93,103.06,108.08,17676,0
ING,D,20160218,000000,108.08,109.71,107.59,109.71,19622,0
ING,D,20160219,000000,108.98,109.71,105.31,105.36,10814,0
ING,D,20160222,000000,106.23,108.43,105.77,108.43,4160,0
ING,D,20160223,000000,105.86,109.71,105.86,109.71,4999,0
ING,D,20160224,000000,109.71,109.71,105.31,105.31,4387,0
ING,D,20160225,000000,105.31,108.08,104.12,104.21,9874,0
ING,D,20160226,000000,106.23,107.98,106.19,107.14,7109,0
ING,D,20160229,000000,106.23,106.59,104.45,105.5,1385,0
ING,D,20160301,000000,105.5,106.23,104.86,106.23,3306,0
ING,D,20160302,000000,106.59,110.21,105.31,109.89,6714,0
ING,D,20160303,000000,109.89,111.36,108.48,111.22,14412,0
ING,D,20160304,000000,111.27,113.37,111.27,111.72,27414,0
ING,D,20160307,000000,113.19,113.37,112.18,113.37,10510,0
ING,D,20160308,000000,113.37,113.37,112.27,113.24,2411,0
ING,D,20160309,000000,113.19,113.19,108.08,108.79,12393,0
ING,D,20160310,000000,108.79,112.46,107.69,111.63,25967,0
ING,D,20160311,000000,111.72,111.72,110.68,110.81,4672,0
ING,D,20160314,000000,110.81,112.41,110.81,112.09,2061,0
ING,D,20160315,000000,111.72,111.72,106.69,109.8,5304,0
ING,D,20160316,000000,109.89,109.89,108.14,108.14,1420,0
ING,D,20160317,000000,108.53,110.58,108.08,109.43,1571,0
ING,D,20160318,000000,109.8,117.22,109.8,112.64,47847,0
ING,D,20160321,000000,112.64,112.64,109.89,109.89,5312,0
ING,D,20160322,000000,110.53,111.63,109.94,110.08,11299,0
ING,D,20160323,000000,110.17,113.92,109.98,113.92,4855,0
ING,D,20160324,000000,112.64,112.87,110.48,112.87,4241,0
ING,D,20160329,000000,111.36,112.64,110.81,112.64,3908,0
ING,D,20160330,000000,113.01,113.01,110.81,111.31,3616,0
ING,D,20160331,000000,111.27,112.64,110.58,110.81,27321,0
ING,D,20160401,000000,111.27,111.27,108.14,108.84,17433,0
ING,D,20160404,000000,108.88,110.9,108.84,110.9,876,0
ING,D,20160405,000000,110.81,110.95,109.43,109.43,20432,0
ING,D,20160406,000000,109.16,110.35,103.53,103.53,32992,0
ING,D,20160407,000000,105.22,107.28,105.14,107.28,7626,0
ING,D,20160408,000000,107.55,107.79,107.14,107.38,9354,0
ING,D,20160411,000000,106.5,108.43,106.5,108.08,14291,0
ING,D,20160412,000000,109.84,110.08,108.34,108.98,6760,0
ING,D,20160413,000000,109.13,113.37,109.13,113.37,8450,0
ING,D,20160414,000000,113.11,113.11,110.94,112.56,10808,0
ING,D,20160415,000000,112.64,115.07,112.64,114.71,19940,0
ING,D,20160418,000000,115.02,115.12,113.87,114.61,26294,0
ING,D,20160419,000000,114.8,116.18,114.8,115.51,41490,0
ING,D,20160420,000000,115.51,115.51,112.75,115.51,56516,0
ING,D,20160421,000000,115.7,118.41,114.37,117.17,13761,0
ING,D,20160422,000000,116.65,118.55,115.41,116.18,31517,0
ING,D,20160425,000000,117.98,117.98,115.51,116.7,14113,0
ING,D,20160426,000000,116.65,117.32,115.41,115.98,4613,0
ING,D,20160427,000000,117.17,117.59,116.23,117.59,10559,0
ING,D,20160428,000000,117.59,117.59,114.66,115.33,35683,0
ING,D,20160429,000000,115.98,115.98,114.8,115.61,3277,0
ING,D,20160502,000000,115.93,115.93,114.56,115.7,6652,0
ING,D,20160504,000000,115.8,116.23,113.8,114.28,6358,0
ING,D,20160505,000000,113.37,115.8,113.37,115.66,27704,0
ING,D,20160506,000000,114.99,114.99,112.38,114.56,52081,0
ING,D,20160509,000000,115.8,115.8,113.37,113.8,13446,0
ING,D,20160510,000000,114.76,116.32,111.91,112.38,21534,0
ING,D,20160511,000000,111.53,112.43,110.68,111.91,9277,0
ING,D,20160512,000000,112.15,113.1,111.24,111.24,746,0
ING,D,20160513,000000,111.24,111.24,110.96,111.05,301,0
ING,D,20160516,000000,110.68,114.66,110.68,114.32,1272,0
ING,D,20160517,000000,113.8,114.76,112.67,113.8,5044,0
ING,D,20160518,000000,114.76,114.76,112.85,113.8,6610,0
ING,D,20160519,000000,113.37,114.61,112.05,113.8,84912,0
ING,D,20160520,000000,113.8,114.76,111.58,113.28,2161,0
ING,D,20160523,000000,113.28,115.51,113,114.89,625,0
ING,D,20160524,000000,114.71,114.76,113.37,113.37,726,0
ING,D,20160525,000000,113.32,114.51,111.48,113.8,1589,0
ING,D,20160527,000000,113.8,117.59,113.8,117.59,7369,0
ING,D,20160530,000000,117.59,119.92,113.85,116.23,8490,0
ING,D,20160531,000000,118.88,118.88,114.8,115.7,21568,0
ING,D,20160601,000000,115.13,116.93,112.95,112.95,35832,0
ING,D,20160602,000000,112,114.19,111.91,113.32,2928,0
ING,D,20160603,000000,114.19,115.08,112.53,113.71,2447,0
ING,D,20160606,000000,114.76,114.76,112.38,114.76,2573,0
ING,D,20160607,000000,114.76,116.93,113.8,115.84,2091,0
ING,D,20160608,000000,114.94,117.12,114.76,116.75,2039,0
ING,D,20160609,000000,116.27,117.59,115.75,115.98,16684,0
ING,D,20160610,000000,115.75,118.02,115.7,115.8,3977,0
ING,D,20160613,000000,115.51,115.51,114.42,114.76,8675,0
ING,D,20160614,000000,113.9,115.23,113.85,114.28,60326,0
ING,D,20160615,000000,113.8,114.76,113.8,113.85,6202,0
