<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
STX,D,20180912,000000,2.3386,2.3386,2.2783,2.2783,347600,0
STX,D,20180913,000000,2.2783,2.3311,2.2783,2.3311,72126,0
STX,D,20180914,000000,2.3537,2.3537,2.3085,2.3085,43479,0
STX,D,20180917,000000,2.3085,2.3461,2.3085,2.3236,28787,0
STX,D,20180918,000000,2.316,2.3386,2.316,2.316,35141,0
STX,D,20180919,000000,2.3009,2.3236,2.2933,2.3236,25652,0
STX,D,20180920,000000,2.316,2.3236,2.3009,2.3009,154370,0
STX,D,20180921,000000,2.3009,2.316,2.2857,2.316,83332,0
STX,D,20180924,000000,2.3085,2.3236,2.3085,2.316,209094,0
STX,D,20180925,000000,2.3386,2.3386,2.3085,2.3085,87734,0
STX,D,20180926,000000,2.3236,2.3537,2.316,2.3311,96903,0
STX,D,20180927,000000,2.3236,2.3236,2.316,2.316,95953,0
STX,D,20180928,000000,2.3236,2.3236,2.3085,2.3085,144897,0
STX,D,20181001,000000,2.3236,2.3236,2.2857,2.3009,75561,0
STX,D,20181002,000000,2.316,2.3537,2.2933,2.3461,36682,0
STX,D,20181003,000000,2.3461,2.4518,2.3461,2.414,123350,0
STX,D,20181004,000000,2.414,2.4367,2.414,2.4292,107348,0
STX,D,20181005,000000,2.4442,2.4895,2.4442,2.4518,24992,0
STX,D,20181008,000000,2.4518,2.5197,2.4518,2.4819,174146,0
STX,D,20181009,000000,2.4518,2.4744,2.4442,2.4518,18883,0
STX,D,20181010,000000,2.4744,2.4744,2.4442,2.4593,22030,0
STX,D,20181011,000000,2.4292,2.4593,2.414,2.4518,116398,0
STX,D,20181012,000000,2.4593,2.4593,2.4216,2.4518,14136,0
STX,D,20181015,000000,2.4518,2.4744,2.3989,2.3989,320728,0
STX,D,20181016,000000,2.4518,2.4518,2.3839,2.3839,46124,0
STX,D,20181017,000000,2.3764,2.4292,2.3764,2.3839,42135,0
STX,D,20181018,000000,2.4065,2.4065,2.3764,2.4065,39715,0
STX,D,20181019,000000,2.414,2.414,2.3764,2.3764,44852,0
STX,D,20181022,000000,2.414,2.414,2.3839,2.3989,8403,0
STX,D,20181023,000000,2.3989,2.4518,2.3989,2.4442,41867,0
STX,D,20181024,000000,2.4744,2.5121,2.414,2.4518,102507,0
STX,D,20181025,000000,2.4442,2.497,2.414,2.4895,33432,0
STX,D,20181026,000000,2.4744,2.4895,2.4518,2.4895,7151,0
STX,D,20181029,000000,2.4744,2.4819,2.4518,2.4744,12521,0
STX,D,20181030,000000,2.4744,2.4744,2.4292,2.4744,12163,0
STX,D,20181031,000000,2.4744,2.497,2.4367,2.4668,39324,0
STX,D,20181102,000000,2.4668,2.4895,2.4518,2.4895,13782,0
STX,D,20181105,000000,2.4895,2.5121,2.4518,2.4895,10944,0
STX,D,20181106,000000,2.4895,2.4895,2.4744,2.4895,14464,0
STX,D,20181107,000000,2.4895,2.5649,2.4744,2.5046,120731,0
STX,D,20181108,000000,2.4895,2.5197,2.4895,2.4895,49119,0
STX,D,20181109,000000,2.5046,2.5046,2.4668,2.4668,47561,0
STX,D,20181113,000000,2.497,2.497,2.4668,2.4744,41246,0
STX,D,20181114,000000,2.4744,2.5121,2.4593,2.4895,78114,0
STX,D,20181115,000000,2.4895,2.4895,2.4593,2.4668,117200,0
STX,D,20181116,000000,2.4895,2.4895,2.4668,2.4819,54156,0
STX,D,20181119,000000,2.4895,2.4895,2.4668,2.4744,82148,0
STX,D,20181120,000000,2.4744,2.4819,2.4518,2.4668,68574,0
STX,D,20181121,000000,2.4744,2.4744,2.4292,2.4593,52283,0
STX,D,20181122,000000,2.4593,2.4593,2.4367,2.4367,64779,0
STX,D,20181123,000000,2.4367,2.4668,2.4367,2.4442,59388,0
STX,D,20181126,000000,2.4668,2.4819,2.4442,2.4668,62403,0
STX,D,20181127,000000,2.4819,2.4819,2.4593,2.4819,69159,0
STX,D,20181128,000000,2.4819,2.4819,2.4593,2.4819,138824,0
STX,D,20181129,000000,2.4819,2.4819,2.4668,2.4744,59328,0
STX,D,20181130,000000,2.4819,2.5046,2.4744,2.4895,127991,0
STX,D,20181203,000000,2.5046,2.5121,2.497,2.5046,41656,0
STX,D,20181204,000000,2.4895,2.4895,2.4744,2.4895,469375,0
STX,D,20181205,000000,2.4442,2.5046,2.4442,2.4895,578752,0
STX,D,20181206,000000,2.4895,2.5046,2.4593,2.497,385940,0
STX,D,20181207,000000,2.4895,2.4895,2.4593,2.4895,49816,0
STX,D,20181210,000000,2.4895,2.5121,2.4744,2.4895,141391,0
STX,D,20181211,000000,2.4895,2.5046,2.4668,2.497,422552,0
STX,D,20181212,000000,2.4895,2.4895,2.4668,2.4668,82691,0
STX,D,20181213,000000,2.4895,2.4895,2.4593,2.4744,46706,0
STX,D,20181214,000000,2.4744,2.4895,2.4518,2.4819,53875,0
STX,D,20181217,000000,2.4593,2.4668,2.2933,2.414,605512,0
STX,D,20181218,000000,2.414,2.4593,2.4065,2.4216,84782,0
STX,D,20181219,000000,2.414,2.4895,2.414,2.4518,220019,0
STX,D,20181220,000000,2.4442,2.4593,2.414,2.4593,187211,0
STX,D,20181221,000000,2.4216,2.4518,2.4216,2.4518,68425,0
STX,D,20181227,000000,2.4593,2.4895,2.4518,2.4668,182716,0
STX,D,20181228,000000,2.4895,2.4895,2.414,2.414,77111,0
STX,D,20190102,000000,2.4216,2.4819,2.4216,2.4819,46268,0
STX,D,20190103,000000,2.4895,2.5046,2.4895,2.497,589056,0
STX,D,20190104,000000,2.4895,2.5423,2.4895,2.5348,354718,0
STX,D,20190107,000000,2.5499,2.6253,2.5499,2.6102,115642,0
STX,D,20190108,000000,2.6329,2.7535,2.6102,2.7535,254268,0
STX,D,20190109,000000,2.7761,2.7761,2.7234,2.7535,226950,0
STX,D,20190110,000000,2.7535,2.761,2.7234,2.731,114425,0
STX,D,20190111,000000,2.7385,2.7686,2.7385,2.7535,67868,0
STX,D,20190114,000000,2.7535,2.7535,2.6931,2.731,318136,0
STX,D,20190115,000000,2.7535,2.7535,2.7007,2.731,305673,0
STX,D,20190116,000000,2.7459,2.7535,2.7158,2.7459,295941,0
STX,D,20190117,000000,2.7535,2.7535,2.7234,2.7385,66435,0
STX,D,20190118,000000,2.7385,2.7385,2.7234,2.731,17014,0
STX,D,20190121,000000,2.7385,2.7459,2.7158,2.731,25414,0
STX,D,20190122,000000,2.7158,2.731,2.6781,2.6857,148711,0
STX,D,20190123,000000,2.6857,2.731,2.6857,2.7158,474702,0
STX,D,20190124,000000,2.731,2.7535,2.7082,2.7459,85999,0
STX,D,20190125,000000,2.761,2.8441,2.7535,2.8063,86136,0
STX,D,20190128,000000,2.8516,2.8516,2.8063,2.8139,93126,0
STX,D,20190129,000000,2.829,2.8818,2.8063,2.8818,48174,0
STX,D,20190130,000000,2.8742,2.9421,2.8742,2.9271,342861,0
STX,D,20190131,000000,2.9346,2.9874,2.9271,2.9799,230779,0
STX,D,20190201,000000,2.9346,2.9799,2.9346,2.9648,332832,0
STX,D,20190204,000000,2.9723,2.9874,2.912,2.9799,302386,0
STX,D,20190205,000000,2.9421,2.9421,2.8591,2.8667,67956,0
STX,D,20190206,000000,2.8591,3.0024,2.8591,3.0024,299422,0
STX,D,20190207,000000,3.0024,3.01,2.9799,2.995,122454,0
STX,D,20190208,000000,2.9421,2.9572,2.9195,2.9421,36617,0
STX,D,20190211,000000,2.912,2.9421,2.912,2.9271,99768,0
STX,D,20190212,000000,2.9195,2.9874,2.912,2.9723,190736,0
STX,D,20190213,000000,2.9496,2.9496,2.9195,2.9195,40319,0
STX,D,20190214,000000,2.9572,3.0252,2.9572,3.0024,580335,0
STX,D,20190215,000000,3.0175,3.0703,3.0175,3.0552,250189,0
STX,D,20190218,000000,3.0552,3.0855,2.9874,3.0252,191630,0
STX,D,20190219,000000,3.0175,3.0552,3.0175,3.0252,52015,0
